path,label
fa1_outputs\balanced\normal\Home_02_video (34)_f60.png,normal
fa1_outputs\balanced\sitting\Home_02_video (34)_f30.png,sitting
fa1_outputs\balanced\fall\Coffee_room_01_video (26)_f250.png,fall
fa1_outputs\balanced\fall\aug552_D_zoom_1.3x_Coffee_room_01_video (18)_f154.png,fall
fa1_outputs\balanced\normal\Coffee_room_01_video (14)_f154.png,normal
fa1_outputs\balanced\fall\aug252_D_zoom_1.3x_Coffee_room_01_video (8)_f169.png,fall
fa1_outputs\balanced\normal\aug126_B_rotated_15deg_Coffee_room_01_video (48)_f467.png,normal
fa1_outputs\balanced\normal\aug37_B_rotated_15deg_Coffee_room_01_video (17)_f59.png,normal
fa1_outputs\balanced\sitting\aug36_B_rotated_15deg_Coffee_room_01_video (42)_f39.png,sitting
fa1_outputs\balanced\walking\aug931_brightness_jitter_Coffee_room_01_video (38)_f140.png,walking
fa1_outputs\balanced\sitting\aug24_brightness_jitter_Coffee_room_01_video (34)_f0.png,sitting
fa1_outputs\balanced\normal\aug131_C_flipped_Coffee_room_01_video (6)_f209.png,normal
fa1_outputs\balanced\fall\aug174_B_rotated_15deg_Coffee_room_01_video (36)_f1109.png,fall
fa1_outputs\balanced\sitting\aug826_brightness_jitter_Office_video (19)_f123.png,sitting
fa1_outputs\balanced\walking\Coffee_room_01_video (38)_f88.png,walking
fa1_outputs\balanced\sitting\aug254_B_rotated_15deg_Home_01_video (26)_f54.png,sitting
fa1_outputs\balanced\sitting\aug175_brightness_jitter_Office_video (6)_f155.png,sitting
fa1_outputs\balanced\standing\Home_02_video (51)_f99.png,standing
fa1_outputs\balanced\walking\aug878_brightness_jitter_Home_01_video (3)_f30.png,walking
fa1_outputs\balanced\walking\aug8_D_zoom_1.3x_Coffee_room_01_video (38)_f140.png,walking
fa1_outputs\balanced\walking\Home_01_video (29)_f108.png,walking
fa1_outputs\balanced\sitting\aug799_C_flipped_Home_02_video (45)_f162.png,sitting
fa1_outputs\balanced\walking\aug655_C_flipped_Coffee_room_02_video (70)_f167.png,walking
fa1_outputs\balanced\sitting\aug58_C_flipped_Coffee_room_02_video (57)_f0.png,sitting
fa1_outputs\balanced\fall\Coffee_room_01_video (46)_f175.png,fall
fa1_outputs\balanced\sitting\aug594_B_rotated_15deg_Coffee_room_02_video (68)_f1285.png,sitting
fa1_outputs\balanced\sitting\aug233_D_zoom_1.3x_Coffee_room_02_video (56)_f86.png,sitting
fa1_outputs\balanced\normal\aug346_C_flipped_Home_02_video (39)_f0.png,normal
fa1_outputs\balanced\walking\aug775_C_flipped_Office_video (19)_f263.png,walking
fa1_outputs\balanced\sitting\Office_video (22)_f66.png,sitting
fa1_outputs\balanced\fall\Coffee_room_01_video (34)_f337.png,fall
fa1_outputs\balanced\sitting\aug113_D_zoom_1.3x_Office_video (13)_f554.png,sitting
fa1_outputs\balanced\standing\Home_02_video (55)_f108.png,standing
fa1_outputs\balanced\standing\Home_02_video (45)_f0.png,standing
fa1_outputs\balanced\normal\aug34_B_rotated_15deg_Coffee_room_01_video (16)_f88.png,normal
fa1_outputs\balanced\walking\aug769_D_zoom_1.3x_Office_video (15)_f0.png,walking
fa1_outputs\balanced\walking\aug804_D_zoom_1.3x_Home_01_video (26)_f129.png,walking
fa1_outputs\balanced\walking\aug603_B_rotated_15deg_Home_02_video (47)_f252.png,walking
fa1_outputs\balanced\normal\Coffee_room_02_video (50)_f1709.png,normal
fa1_outputs\balanced\sitting\aug213_brightness_jitter_Coffee_room_01_video (43)_f0.png,sitting
fa1_outputs\balanced\normal\Home_01_video (27)_f48.png,normal
fa1_outputs\balanced\normal\Coffee_room_02_video (61)_f492.png,normal
fa1_outputs\balanced\standing\Coffee_room_02_video (63)_f149.png,standing
fa1_outputs\balanced\normal\Home_01_video (1)_f165.png,normal
fa1_outputs\balanced\sitting\aug79_D_zoom_1.3x_Home_01_video (27)_f0.png,sitting
fa1_outputs\balanced\standing\Coffee_room_01_video (22)_f114.png,standing
fa1_outputs\balanced\standing\Office_video (7)_f86.png,standing
fa1_outputs\balanced\walking\aug441_C_flipped_Coffee_room_02_video (69)_f641.png,walking
fa1_outputs\balanced\normal\Home_02_video (45)_f108.png,normal
fa1_outputs\balanced\walking\aug684_D_zoom_1.3x_Home_02_video (53)_f21.png,walking
fa1_outputs\balanced\walking\aug818_D_zoom_1.3x_Home_02_video (49)_f273.png,walking
fa1_outputs\balanced\standing\Home_02_video (40)_f180.png,standing
fa1_outputs\balanced\fall\Coffee_room_01_video (16)_f106.png,fall
fa1_outputs\balanced\normal\Coffee_room_01_video (19)_f186.png,normal
fa1_outputs\balanced\fall\Coffee_room_02_video (49)_f447.png,fall
fa1_outputs\balanced\normal\Home_01_video (17)_f60.png,normal
fa1_outputs\balanced\walking\aug834_B_rotated_15deg_Home_02_video (60)_f62.png,walking
fa1_outputs\balanced\fall\Coffee_room_01_video (1)_f78.png,fall
fa1_outputs\balanced\normal\Office_video (13)_f396.png,normal
fa1_outputs\balanced\sitting\Coffee_room_01_video (32)_f38.png,sitting
fa1_outputs\balanced\walking\Lecture_room_video (2)_f379.png,walking
fa1_outputs\balanced\normal\aug333_B_rotated_15deg_Home_02_video (37)_f150.png,normal
fa1_outputs\balanced\sitting\aug88_C_flipped_Home_02_video (34)_f48.png,sitting
fa1_outputs\balanced\normal\aug403_brightness_jitter_Home_02_video (55)_f189.png,normal
fa1_outputs\balanced\walking\aug611_C_flipped_Home_02_video (52)_f21.png,walking
fa1_outputs\balanced\sitting\aug644_brightness_jitter_Office_video (16)_f128.png,sitting
fa1_outputs\balanced\normal\aug240_B_rotated_15deg_Home_01_video (21)_f54.png,normal
fa1_outputs\balanced\normal\Home_02_video (57)_f30.png,normal
fa1_outputs\balanced\fall\Office_video (16)_f342.png,fall
fa1_outputs\balanced\normal\aug383_D_zoom_1.3x_Home_02_video (51)_f0.png,normal
fa1_outputs\balanced\normal\Home_02_video (53)_f0.png,normal
fa1_outputs\balanced\standing\Lecture_room_video (25)_f141.png,standing
fa1_outputs\balanced\walking\Coffee_room_01_video (38)_f0.png,walking
fa1_outputs\balanced\sitting\aug217_brightness_jitter_Coffee_room_01_video (48)_f311.png,sitting
fa1_outputs\balanced\normal\Office_video (4)_f280.png,normal
fa1_outputs\balanced\walking\aug742_brightness_jitter_Home_02_video (37)_f0.png,walking
fa1_outputs\balanced\standing\Home_01_video (26)_f108.png,standing
fa1_outputs\balanced\normal\Home_02_video (60)_f39.png,normal
fa1_outputs\balanced\normal\Home_02_video (46)_f33.png,normal
fa1_outputs\balanced\standing\Home_02_video (40)_f144.png,standing
fa1_outputs\balanced\sitting\aug336_brightness_jitter_Office_video (30)_f498.png,sitting
fa1_outputs\balanced\walking\aug685_B_rotated_15deg_Home_02_video (53)_f27.png,walking
fa1_outputs\balanced\sitting\aug397_brightness_jitter_Coffee_room_02_video (52)_f26.png,sitting
fa1_outputs\balanced\standing\Coffee_room_01_video (43)_f269.png,standing
fa1_outputs\balanced\walking\aug196_D_zoom_1.3x_Home_02_video (60)_f78.png,walking
fa1_outputs\balanced\sitting\aug556_C_flipped_Coffee_room_01_video (34)_f207.png,sitting
fa1_outputs\balanced\normal\Office_video (22)_f132.png,normal
fa1_outputs\balanced\standing\Coffee_room_01_video (40)_f131.png,standing
fa1_outputs\balanced\sitting\aug672_B_rotated_15deg_Office_video (27)_f506.png,sitting
fa1_outputs\balanced\fall\aug96_brightness_jitter_Coffee_room_01_video (24)_f209.png,fall
fa1_outputs\balanced\standing\Coffee_room_01_video (33)_f56.png,standing
fa1_outputs\balanced\sitting\aug410_C_flipped_Coffee_room_02_video (57)_f0.png,sitting
fa1_outputs\balanced\fall\Coffee_room_01_video (40)_f280.png,fall
fa1_outputs\balanced\sitting\aug759_B_rotated_15deg_Coffee_room_02_video (56)_f172.png,sitting
fa1_outputs\balanced\sitting\aug241_D_zoom_1.3x_Coffee_room_02_video (62)_f141.png,sitting
fa1_outputs\balanced\sitting\Coffee_room_02_video (55)_f64.png,sitting
fa1_outputs\balanced\sitting\aug615_D_zoom_1.3x_Home_02_video (34)_f30.png,sitting
fa1_outputs\balanced\normal\Coffee_room_01_video (14)_f88.png,normal
fa1_outputs\balanced\standing\Coffee_room_01_video (32)_f61.png,standing
fa1_outputs\balanced\normal\aug120_brightness_jitter_Coffee_room_01_video (44)_f53.png,normal
fa1_outputs\balanced\walking\aug484_C_flipped_Lecture_room_video (7)_f235.png,walking
fa1_outputs\balanced\fall\Home_02_video (55)_f151.png,fall
fa1_outputs\balanced\normal\Coffee_room_01_video (8)_f225.png,normal
fa1_outputs\balanced\fall\Coffee_room_01_video (1)_f125.png,fall
fa1_outputs\balanced\walking\aug509_B_rotated_15deg_Coffee_room_02_video (58)_f38.png,walking
fa1_outputs\balanced\walking\aug149_B_rotated_15deg_Coffee_room_01_video (38)_f0.png,walking
fa1_outputs\balanced\standing\Office_video (29)_f976.png,standing
fa1_outputs\balanced\fall\aug162_B_rotated_15deg_Coffee_room_01_video (34)_f350.png,fall
fa1_outputs\balanced\standing\Home_01_video (28)_f108.png,standing
fa1_outputs\balanced\normal\aug148_D_zoom_1.3x_Coffee_room_02_video (50)_f1709.png,normal
fa1_outputs\balanced\standing\Home_02_video (49)_f218.png,standing
fa1_outputs\balanced\standing\Coffee_room_02_video (65)_f497.png,standing
fa1_outputs\balanced\fall\Coffee_room_01_video (22)_f128.png,fall
fa1_outputs\balanced\sitting\aug11_D_zoom_1.3x_Coffee_room_01_video (27)_f31.png,sitting
fa1_outputs\balanced\fall\Coffee_room_02_video (70)_f755.png,fall
fa1_outputs\balanced\fall\Coffee_room_01_video (16)_f141.png,fall
fa1_outputs\balanced\walking\aug946_B_rotated_15deg_Home_01_video (26)_f129.png,walking
fa1_outputs\balanced\normal\Coffee_room_02_video (53)_f335.png,normal
fa1_outputs\balanced\fall\Coffee_room_01_video (44)_f66.png,fall
fa1_outputs\balanced\normal\aug13_C_flipped_Coffee_room_01_video (13)_f30.png,normal
fa1_outputs\balanced\sitting\Home_02_video (41)_f216.png,sitting
fa1_outputs\balanced\fall\aug61_C_flipped_Coffee_room_01_video (18)_f168.png,fall
fa1_outputs\balanced\walking\aug218_C_flipped_Coffee_room_01_video (24)_f66.png,walking
fa1_outputs\balanced\normal\aug382_brightness_jitter_Home_02_video (50)_f31.png,normal
fa1_outputs\balanced\fall\Home_01_video (25)_f85.png,fall
fa1_outputs\balanced\standing\Lecture_room_video (7)_f134.png,standing
fa1_outputs\balanced\walking\aug900_D_zoom_1.3x_Home_02_video (54)_f54.png,walking
fa1_outputs\balanced\walking\aug966_C_flipped_Home_02_video (52)_f21.png,walking
fa1_outputs\balanced\normal\Coffee_room_01_video (44)_f99.png,normal
fa1_outputs\balanced\normal\aug303_C_flipped_Home_01_video (7)_f162.png,normal
fa1_outputs\balanced\walking\aug856_B_rotated_15deg_Coffee_room_01_video (24)_f33.png,walking
fa1_outputs\balanced\sitting\aug298_D_zoom_1.3x_Office_video (19)_f123.png,sitting
fa1_outputs\balanced\sitting\aug172_D_zoom_1.3x_Office_video (4)_f128.png,sitting
fa1_outputs\balanced\normal\Coffee_room_01_video (15)_f17.png,normal
fa1_outputs\balanced\sitting\aug457_brightness_jitter_Home_02_video (59)_f43.png,sitting
fa1_outputs\balanced\standing\Coffee_room_01_video (20)_f166.png,standing
fa1_outputs\balanced\normal\aug378_brightness_jitter_Home_02_video (48)_f120.png,normal
fa1_outputs\balanced\walking\aug699_C_flipped_Office_video (15)_f39.png,walking
fa1_outputs\balanced\standing\Home_02_video (44)_f78.png,standing
fa1_outputs\balanced\fall\aug274_B_rotated_15deg_Coffee_room_02_video (52)_f172.png,fall
fa1_outputs\balanced\normal\aug224_brightness_jitter_Home_01_video (19)_f48.png,normal
fa1_outputs\balanced\standing\Office_video (10)_f100.png,standing
fa1_outputs\balanced\normal\aug282_B_rotated_15deg_Home_01_video (3)_f120.png,normal
fa1_outputs\balanced\standing\Home_02_video (58)_f294.png,standing
fa1_outputs\balanced\standing\Office_video (24)_f518.png,standing
fa1_outputs\balanced\standing\Coffee_room_01_video (36)_f962.png,standing
fa1_outputs\balanced\sitting\aug819_brightness_jitter_Office_video (16)_f107.png,sitting
fa1_outputs\balanced\normal\Office_video (7)_f135.png,normal
fa1_outputs\balanced\standing\Office_video (22)_f154.png,standing
fa1_outputs\balanced\normal\Coffee_room_01_video (37)_f180.png,normal
fa1_outputs\balanced\walking\aug610_C_flipped_Home_02_video (50)_f78.png,walking
fa1_outputs\balanced\standing\Office_video (19)_f230.png,standing
fa1_outputs\balanced\walking\aug67_C_flipped_Office_video (20)_f212.png,walking
fa1_outputs\balanced\normal\Office_video (19)_f98.png,normal
fa1_outputs\balanced\fall\aug221_D_zoom_1.3x_Coffee_room_01_video (45)_f121.png,fall
fa1_outputs\balanced\walking\aug848_C_flipped_Office_video (20)_f212.png,walking
fa1_outputs\balanced\standing\Coffee_room_01_video (48)_f194.png,standing
fa1_outputs\balanced\walking\aug773_brightness_jitter_Office_video (18)_f574.png,walking
fa1_outputs\balanced\sitting\Coffee_room_02_video (62)_f141.png,sitting
fa1_outputs\balanced\standing\Home_02_video (54)_f81.png,standing
fa1_outputs\balanced\normal\Coffee_room_01_video (5)_f22.png,normal
fa1_outputs\balanced\sitting\aug821_C_flipped_Office_video (16)_f160.png,sitting
fa1_outputs\balanced\normal\aug272_B_rotated_15deg_Home_01_video (27)_f48.png,normal
fa1_outputs\balanced\normal\Lecture_room_video (6)_f249.png,normal
fa1_outputs\balanced\sitting\Office_video (23)_f687.png,sitting
fa1_outputs\balanced\walking\aug604_C_flipped_Home_02_video (48)_f0.png,walking
fa1_outputs\balanced\normal\Home_02_video (39)_f72.png,normal
fa1_outputs\balanced\normal\Home_02_video (40)_f96.png,normal
fa1_outputs\balanced\fall\aug179_brightness_jitter_Coffee_room_01_video (38)_f237.png,fall
fa1_outputs\balanced\standing\Office_video (28)_f303.png,standing
fa1_outputs\balanced\fall\Coffee_room_01_video (35)_f74.png,fall
fa1_outputs\balanced\fall\Coffee_room_01_video (16)_f60.png,fall
fa1_outputs\balanced\sitting\Coffee_room_01_video (27)_f0.png,sitting
fa1_outputs\balanced\normal\Home_01_video (19)_f120.png,normal
fa1_outputs\balanced\normal\aug336_B_rotated_15deg_Home_02_video (37)_f30.png,normal
fa1_outputs\balanced\sitting\Home_02_video (44)_f282.png,sitting
fa1_outputs\balanced\sitting\aug378_D_zoom_1.3x_Coffee_room_01_video (34)_f155.png,sitting
fa1_outputs\balanced\fall\Coffee_room_01_video (20)_f352.png,fall
fa1_outputs\balanced\normal\Home_02_video (55)_f135.png,normal
fa1_outputs\balanced\normal\Office_video (10)_f201.png,normal
fa1_outputs\balanced\normal\Coffee_room_02_video (66)_f111.png,normal
fa1_outputs\balanced\fall\aug339_B_rotated_15deg_Home_01_video (1)_f144.png,fall
fa1_outputs\balanced\sitting\Office_video (20)_f199.png,sitting
fa1_outputs\balanced\walking\aug244_D_zoom_1.3x_Home_01_video (9)_f252.png,walking
fa1_outputs\balanced\normal\Office_video (23)_f286.png,normal
fa1_outputs\balanced\walking\aug542_D_zoom_1.3x_Home_02_video (53)_f21.png,walking
fa1_outputs\balanced\walking\aug868_B_rotated_15deg_Coffee_room_02_video (70)_f167.png,walking
fa1_outputs\balanced\normal\aug227_C_flipped_Home_01_video (2)_f0.png,normal
fa1_outputs\balanced\fall\Coffee_room_02_video (62)_f184.png,fall
fa1_outputs\balanced\walking\aug222_B_rotated_15deg_Coffee_room_01_video (38)_f70.png,walking
fa1_outputs\balanced\walking\aug49_D_zoom_1.3x_Home_02_video (55)_f0.png,walking
fa1_outputs\balanced\walking\aug385_C_flipped_Home_01_video (8)_f178.png,walking
fa1_outputs\balanced\normal\aug193_C_flipped_Coffee_room_02_video (66)_f89.png,normal
fa1_outputs\balanced\normal\Coffee_room_01_video (15)_f105.png,normal
fa1_outputs\balanced\normal\aug299_B_rotated_15deg_Home_01_video (6)_f115.png,normal
fa1_outputs\balanced\fall\aug395_brightness_jitter_Home_01_video (28)_f86.png,fall
fa1_outputs\balanced\walking\aug127_C_flipped_Lecture_room_video (2)_f379.png,walking
fa1_outputs\balanced\normal\Coffee_room_01_video (2)_f267.png,normal
fa1_outputs\balanced\sitting\aug529_D_zoom_1.3x_Coffee_room_01_video (21)_f0.png,sitting
fa1_outputs\balanced\sitting\aug461_D_zoom_1.3x_Lecture_room_video (19)_f327.png,sitting
fa1_outputs\balanced\walking\aug789_B_rotated_15deg_Coffee_room_01_video (38)_f140.png,walking
fa1_outputs\balanced\sitting\aug209_B_rotated_15deg_Coffee_room_01_video (42)_f0.png,sitting
fa1_outputs\balanced\standing\Coffee_room_02_video (49)_f369.png,standing
fa1_outputs\balanced\fall\Coffee_room_01_video (25)_f158.png,fall
fa1_outputs\balanced\fall\Office_video (4)_f256.png,fall
fa1_outputs\balanced\sitting\aug571_B_rotated_15deg_Coffee_room_02_video (52)_f0.png,sitting
fa1_outputs\balanced\fall\Coffee_room_01_video (31)_f176.png,fall
fa1_outputs\balanced\standing\Coffee_room_01_video (1)_f39.png,standing
fa1_outputs\balanced\standing\Office_video (25)_f370.png,standing
fa1_outputs\balanced\fall\Coffee_room_01_video (35)_f138.png,fall
fa1_outputs\balanced\normal\aug15_brightness_jitter_Coffee_room_01_video (14)_f105.png,normal
fa1_outputs\balanced\fall\Coffee_room_02_video (55)_f242.png,fall
fa1_outputs\balanced\fall\aug207_C_flipped_Coffee_room_01_video (42)_f121.png,fall
fa1_outputs\balanced\fall\aug412_B_rotated_15deg_Home_01_video (4)_f160.png,fall
fa1_outputs\balanced\fall\Home_01_video (13)_f156.png,fall
fa1_outputs\balanced\fall\aug496_C_flipped_Coffee_room_01_video (1)_f58.png,fall
fa1_outputs\balanced\standing\Home_02_video (52)_f129.png,standing
fa1_outputs\balanced\normal\aug128_D_zoom_1.3x_Coffee_room_01_video (5)_f22.png,normal
fa1_outputs\balanced\walking\aug70_D_zoom_1.3x_Office_video (9)_f61.png,walking
fa1_outputs\balanced\fall\aug400_D_zoom_1.3x_Home_01_video (3)_f125.png,fall
fa1_outputs\balanced\normal\aug256_D_zoom_1.3x_Home_01_video (24)_f120.png,normal
fa1_outputs\balanced\normal\Coffee_room_01_video (26)_f139.png,normal
fa1_outputs\balanced\fall\Coffee_room_01_video (5)_f135.png,fall
fa1_outputs\balanced\normal\aug1_C_flipped_Coffee_room_01_video (1)_f137.png,normal
fa1_outputs\balanced\fall\aug89_C_flipped_Coffee_room_01_video (21)_f91.png,fall
fa1_outputs\balanced\walking\aug593_brightness_jitter_Home_01_video (29)_f108.png,walking
fa1_outputs\balanced\walking\aug362_D_zoom_1.3x_Coffee_room_01_video (38)_f0.png,walking
fa1_outputs\balanced\walking\aug806_brightness_jitter_Home_01_video (29)_f108.png,walking
fa1_outputs\balanced\sitting\aug115_C_flipped_Office_video (16)_f107.png,sitting
fa1_outputs\balanced\sitting\aug562_brightness_jitter_Coffee_room_01_video (42)_f19.png,sitting
fa1_outputs\balanced\walking\aug782_D_zoom_1.3x_Coffee_room_01_video (12)_f22.png,walking
fa1_outputs\balanced\sitting\aug844_D_zoom_1.3x_Office_video (25)_f494.png,sitting
fa1_outputs\balanced\normal\Lecture_room_video (11)_f326.png,normal
fa1_outputs\balanced\walking\aug693_B_rotated_15deg_Home_02_video (60)_f78.png,walking
fa1_outputs\balanced\standing\Coffee_room_01_video (45)_f26.png,standing
fa1_outputs\balanced\walking\aug50_D_zoom_1.3x_Home_02_video (55)_f162.png,walking
fa1_outputs\balanced\fall\Home_02_video (37)_f144.png,fall
fa1_outputs\balanced\sitting\aug391_brightness_jitter_Coffee_room_01_video (48)_f0.png,sitting
fa1_outputs\balanced\fall\Coffee_room_01_video (20)_f375.png,fall
fa1_outputs\balanced\sitting\aug521_C_flipped_Office_video (33)_f255.png,sitting
fa1_outputs\balanced\normal\Home_01_video (25)_f79.png,normal
fa1_outputs\balanced\walking\aug739_D_zoom_1.3x_Home_01_video (4)_f30.png,walking
fa1_outputs\balanced\standing\Office_video (15)_f119.png,standing
fa1_outputs\balanced\walking\aug920_D_zoom_1.3x_Office_video (28)_f454.png,walking
fa1_outputs\balanced\sitting\aug596_brightness_jitter_Home_01_video (16)_f0.png,sitting
fa1_outputs\balanced\standing\Home_02_video (59)_f135.png,standing
fa1_outputs\balanced\normal\Home_01_video (2)_f90.png,normal
fa1_outputs\balanced\fall\aug105_D_zoom_1.3x_Coffee_room_01_video (25)_f179.png,fall
fa1_outputs\balanced\sitting\aug522_D_zoom_1.3x_Office_video (33)_f319.png,sitting
fa1_outputs\balanced\standing\Home_02_video (53)_f54.png,standing
fa1_outputs\balanced\sitting\Office_video (24)_f248.png,sitting
fa1_outputs\balanced\standing\Lecture_room_video (19)_f163.png,standing
fa1_outputs\balanced\standing\Coffee_room_01_video (11)_f362.png,standing
fa1_outputs\balanced\fall\aug237_B_rotated_15deg_Coffee_room_01_video (5)_f145.png,fall
fa1_outputs\balanced\fall\aug289_B_rotated_15deg_Coffee_room_02_video (55)_f242.png,fall
fa1_outputs\balanced\fall\aug359_brightness_jitter_Home_01_video (19)_f0.png,fall
fa1_outputs\balanced\sitting\aug324_brightness_jitter_Office_video (3)_f0.png,sitting
fa1_outputs\balanced\standing\Coffee_room_01_video (46)_f0.png,standing
fa1_outputs\balanced\standing\Office_video (12)_f0.png,standing
fa1_outputs\balanced\walking\aug702_C_flipped_Office_video (18)_f574.png,walking
fa1_outputs\balanced\standing\Lecture_room_video (21)_f339.png,standing
fa1_outputs\balanced\walking\aug387_D_zoom_1.3x_Home_02_video (37)_f0.png,walking
fa1_outputs\balanced\normal\aug376_brightness_jitter_Home_02_video (47)_f259.png,normal
fa1_outputs\balanced\standing\Coffee_room_02_video (58)_f116.png,standing
fa1_outputs\balanced\fall\Coffee_room_01_video (4)_f123.png,fall
fa1_outputs\balanced\walking\aug802_C_flipped_Home_01_video (21)_f129.png,walking
fa1_outputs\balanced\walking\aug951_B_rotated_15deg_Home_01_video (30)_f72.png,walking
fa1_outputs\balanced\fall\aug220_C_flipped_Coffee_room_01_video (45)_f114.png,fall
fa1_outputs\balanced\sitting\aug285_brightness_jitter_Lecture_room_video (19)_f327.png,sitting
fa1_outputs\balanced\walking\aug530_B_rotated_15deg_Home_02_video (45)_f21.png,walking
fa1_outputs\balanced\fall\Home_01_video (19)_f38.png,fall
fa1_outputs\balanced\fall\aug77_brightness_jitter_Coffee_room_01_video (2)_f212.png,fall
fa1_outputs\balanced\sitting\Coffee_room_02_video (52)_f26.png,sitting
fa1_outputs\balanced\normal\Home_02_video (51)_f26.png,normal
fa1_outputs\balanced\sitting\Home_02_video (34)_f48.png,sitting
fa1_outputs\balanced\standing\Coffee_room_01_video (30)_f72.png,standing
fa1_outputs\balanced\sitting\aug659_C_flipped_Office_video (23)_f716.png,sitting
fa1_outputs\balanced\walking\aug816_D_zoom_1.3x_Home_02_video (47)_f252.png,walking
fa1_outputs\balanced\sitting\aug129_B_rotated_15deg_Office_video (23)_f429.png,sitting
fa1_outputs\balanced\normal\Coffee_room_02_video (63)_f417.png,normal
fa1_outputs\balanced\fall\aug257_B_rotated_15deg_Coffee_room_02_video (49)_f433.png,fall
fa1_outputs\balanced\walking\aug906_brightness_jitter_Home_02_video (60)_f78.png,walking
fa1_outputs\balanced\walking\aug492_brightness_jitter_Office_video (19)_f41.png,walking
fa1_outputs\balanced\sitting\aug90_C_flipped_Home_02_video (41)_f210.png,sitting
fa1_outputs\balanced\walking\aug155_brightness_jitter_Coffee_room_02_video (60)_f0.png,walking
fa1_outputs\balanced\fall\aug49_brightness_jitter_Coffee_room_01_video (17)_f126.png,fall
fa1_outputs\balanced\normal\aug239_C_flipped_Home_01_video (21)_f43.png,normal
fa1_outputs\balanced\sitting\aug194_brightness_jitter_Coffee_room_01_video (31)_f198.png,sitting
fa1_outputs\balanced\fall\aug477_brightness_jitter_Office_video (23)_f916.png,fall
fa1_outputs\balanced\normal\aug306_brightness_jitter_Home_01_video (7)_f43.png,normal
fa1_outputs\balanced\standing\Coffee_room_01_video (14)_f35.png,standing
fa1_outputs\balanced\walking\aug97_B_rotated_15deg_Home_01_video (3)_f30.png,walking
fa1_outputs\balanced\walking\aug89_brightness_jitter_Home_01_video (2)_f30.png,walking
fa1_outputs\balanced\standing\Home_01_video (13)_f60.png,standing
fa1_outputs\balanced\sitting\aug22_D_zoom_1.3x_Coffee_room_01_video (32)_f0.png,sitting
fa1_outputs\balanced\standing\Office_video (19)_f205.png,standing
fa1_outputs\balanced\standing\Coffee_room_02_video (61)_f131.png,standing
fa1_outputs\balanced\standing\Coffee_room_01_video (43)_f89.png,standing
fa1_outputs\balanced\fall\Home_01_video (12)_f164.png,fall
fa1_outputs\balanced\normal\Coffee_room_02_video (51)_f177.png,normal
fa1_outputs\balanced\standing\Coffee_room_01_video (20)_f177.png,standing
fa1_outputs\balanced\fall\Coffee_room_01_video (14)_f64.png,fall
fa1_outputs\balanced\walking\aug631_D_zoom_1.3x_Office_video (18)_f574.png,walking
fa1_outputs\balanced\fall\Coffee_room_02_video (64)_f159.png,fall
fa1_outputs\balanced\fall\Coffee_room_01_video (7)_f108.png,fall
fa1_outputs\balanced\standing\Lecture_room_video (15)_f370.png,standing
fa1_outputs\balanced\walking\aug709_B_rotated_15deg_Office_video (9)_f61.png,walking
fa1_outputs\balanced\normal\Coffee_room_01_video (2)_f183.png,normal
fa1_outputs\balanced\walking\aug515_D_zoom_1.3x_Home_01_video (2)_f30.png,walking
fa1_outputs\balanced\fall\aug238_C_flipped_Coffee_room_01_video (6)_f136.png,fall
fa1_outputs\balanced\normal\aug78_brightness_jitter_Coffee_room_01_video (3)_f266.png,normal
fa1_outputs\balanced\sitting\aug656_D_zoom_1.3x_Office_video (23)_f1031.png,sitting
fa1_outputs\balanced\standing\Office_video (20)_f399.png,standing
fa1_outputs\balanced\standing\Office_video (20)_f425.png,standing
fa1_outputs\balanced\fall\aug384_C_flipped_Home_01_video (26)_f135.png,fall
fa1_outputs\balanced\standing\Lecture_room_video (24)_f576.png,standing
fa1_outputs\balanced\walking\aug233_brightness_jitter_Home_01_video (20)_f135.png,walking
fa1_outputs\balanced\walking\aug419_brightness_jitter_Office_video (18)_f612.png,walking
fa1_outputs\balanced\standing\Coffee_room_02_video (60)_f68.png,standing
fa1_outputs\balanced\standing\Home_02_video (39)_f76.png,standing
fa1_outputs\balanced\standing\Office_video (26)_f187.png,standing
fa1_outputs\balanced\fall\aug512_brightness_jitter_Coffee_room_01_video (11)_f389.png,fall
fa1_outputs\balanced\sitting\aug145_B_rotated_15deg_Office_video (27)_f567.png,sitting
fa1_outputs\balanced\sitting\aug228_D_zoom_1.3x_Coffee_room_02_video (55)_f80.png,sitting
fa1_outputs\balanced\walking\aug156_D_zoom_1.3x_Coffee_room_02_video (60)_f55.png,walking
fa1_outputs\balanced\fall\Home_02_video (31)_f216.png,fall
fa1_outputs\balanced\sitting\aug235_D_zoom_1.3x_Coffee_room_02_video (57)_f112.png,sitting
fa1_outputs\balanced\sitting\aug388_B_rotated_15deg_Coffee_room_01_video (42)_f39.png,sitting
fa1_outputs\balanced\standing\Office_video (26)_f49.png,standing
fa1_outputs\balanced\normal\Home_02_video (60)_f195.png,normal
fa1_outputs\balanced\sitting\aug648_brightness_jitter_Office_video (18)_f383.png,sitting
fa1_outputs\balanced\sitting\aug7_D_zoom_1.3x_Coffee_room_01_video (22)_f57.png,sitting
fa1_outputs\balanced\walking\aug532_B_rotated_15deg_Home_02_video (47)_f252.png,walking
fa1_outputs\balanced\normal\Home_02_video (42)_f134.png,normal
fa1_outputs\balanced\standing\Coffee_room_01_video (29)_f246.png,standing
